salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,shiftTypeId,positionId
157.5,2026-02-04T11:00:00,2026-02-04T21:30:00,[],[],16018824,265783,141418,2026-02-04,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:30,55297,,
157.5,2026-02-04T11:00:00,2026-02-04T21:30:00,[],[],16018836,247134,141418,2026-02-04,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:30,55297,,
120.7,2026-02-04T13:00:00,2026-02-04T21:30:00,[],[],16018860,247112,141569,2026-02-04,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:08:30,55297,,
0.0,2026-02-04T09:30:00,2026-02-04T18:00:00,[],[],16018854,251262,141853,2026-02-04,Training/ Off Site,"{'rate': 0.0, 'type': 'Hourly'}",0:08:30,55297,494010.0,
0.0,2026-02-04T09:30:00,2026-02-04T18:00:00,[],[],16018864,263481,141853,2026-02-04,Training/ Off Site,"{'rate': 0.0, 'type': 'Hourly'}",0:08:30,55297,494010.0,
36.25,2026-02-04T12:00:00,2026-02-04T14:30:00,[],[],16019143,265814,141403,2026-02-04,1201,"{'rate': 14.5, 'type': 'Hourly'}",0:02:30,55301,,
0.0,2026-02-04T09:00:00,2026-02-04T17:00:00,[],[],16018474,265751,141844,2026-02-04,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,55301,,
0.0,2026-02-04T09:00:00,2026-02-04T16:00:00,[],[],16018480,262321,141397,2026-02-04,Training/ Off Site,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,54896,494010.0,
0.0,2026-02-04T17:00:00,2026-02-04T20:00:00,[],[],16018731,262321,141397,2026-02-04,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:03:00,54896,,83216.0
0.0,2026-02-04T12:00:00,2026-02-04T19:00:00,[],[],16018929,247669,141398,2026-02-04,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,54896,,85099.0
102.72083333333337,2026-02-04T13:00:00,2026-02-04T20:25:00,[],[],16018881,248027,141399,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:25,54896,,83046.0
110.8,2026-02-04T17:00:00,2026-02-05T01:00:00,[],[],16018882,265113,141399,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83046.0
96.95,2026-02-04T18:00:00,2026-02-05T01:00:00,[],[],16018883,247119,141399,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83046.0
113.10833333333323,2026-02-04T10:00:00,2026-02-04T18:10:00,[],[],16018913,248037,141399,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:10,54896,,83046.0
110.8,2026-02-04T17:00:00,2026-02-05T01:00:00,[],[],16018915,248022,141399,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83046.0
109.64583333333339,2026-02-04T12:05:00,2026-02-04T20:00:00,[],[],16018587,247107,141400,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:55,54896,,83215.0
109.64583333333339,2026-02-04T14:00:00,2026-02-04T21:55:00,[],[],16018594,247129,141400,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:55,54896,,83215.0
96.95,2026-02-04T17:00:00,2026-02-05T00:00:00,[],[],16018599,247130,141400,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83215.0
126.95833333333324,2026-02-04T10:00:00,2026-02-04T19:10:00,[],[],16018613,265754,141400,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:10,54896,,83215.0
96.95,2026-02-04T17:00:00,2026-02-05T00:00:00,[],[],16018928,265022,141400,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83215.0
124.65,2026-02-04T10:05:00,2026-02-04T19:05:00,[],[],16018518,247102,141401,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:00,54896,,82067.0
120.03333333333325,2026-02-04T10:20:00,2026-02-04T19:00:00,[],[],16018519,247080,141401,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:40,54896,,82067.0
95.79583333333338,2026-02-04T17:05:00,2026-02-05T00:00:00,[],[],16018523,247096,141401,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:55,54896,,82067.0
96.95,2026-02-04T17:00:00,2026-02-05T00:00:00,[],[],16018528,247078,141401,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,82067.0
124.65,2026-02-04T15:00:00,2026-02-05T00:00:00,[],[],16018750,250230,141401,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:00,54896,,82067.0
110.8,2026-02-04T11:00:00,2026-02-04T19:00:00,[],[],16018488,247099,141402,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83223.0
