salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,shiftTypeId,positionId
103.875,2026-02-06T08:30:00,2026-02-06T16:00:00,[],[],16018837,247998,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:30,55297,,
138.5,2026-02-06T13:00:00,2026-02-06T23:00:00,[],[],16018850,249590,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,55297,,
105.0,2026-02-06T16:00:00,2026-02-06T23:00:00,[],[],16018844,247098,141403,2026-02-06,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:00,55297,,
105.0,2026-02-06T08:00:00,2026-02-06T15:00:00,[],[],16018842,265783,141418,2026-02-06,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:00,55297,,
120.0,2026-02-06T11:00:00,2026-02-06T19:00:00,[],[],16018852,247134,141418,2026-02-06,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,55297,,
127.8,2026-02-06T13:00:00,2026-02-06T22:00:00,[],[],16018835,247112,141569,2026-02-06,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:09:00,55297,,
99.4,2026-02-06T16:00:00,2026-02-06T23:00:00,[],[],16018838,248021,141829,2026-02-06,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:07:00,55297,,
0.0,2026-02-06T09:00:00,2026-02-06T18:00:00,[],[],16019017,251262,141853,2026-02-06,Training/ Off Site,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,55297,494010.0,
0.0,2026-02-06T11:00:00,2026-02-06T15:00:00,[],[],16019322,262321,141397,2026-02-06,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:04:00,54896,,83216.0
0.0,2026-02-06T10:00:00,2026-02-06T19:00:00,[],[],16018721,247669,141398,2026-02-06,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,,85099.0
110.8,2026-02-06T12:00:00,2026-02-06T20:00:00,[],[],16018890,265113,141399,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83046.0
152.35,2026-02-06T14:00:00,2026-02-07T01:00:00,[],[],16018891,248254,141399,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:11:00,54896,,83046.0
110.8,2026-02-06T17:00:00,2026-02-07T01:00:00,[],[],16018892,247119,141399,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83046.0
124.65,2026-02-06T16:00:00,2026-02-07T01:00:00,[],[],16018910,248027,141399,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:00,54896,,83046.0
96.95,2026-02-06T18:00:00,2026-02-07T01:00:00,[],[],16018919,265346,141399,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83046.0
96.95,2026-02-06T17:00:00,2026-02-07T00:00:00,[],[],16018583,247115,141400,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83215.0
110.8,2026-02-06T13:00:00,2026-02-06T21:00:00,[],[],16018597,247130,141400,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83215.0
110.8,2026-02-06T16:00:00,2026-02-07T00:00:00,[],[],16018602,265022,141400,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83215.0
110.8,2026-02-06T12:00:00,2026-02-06T20:00:00,[],[],16018607,247133,141400,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83215.0
96.95,2026-02-06T17:00:00,2026-02-07T00:00:00,[],[],16018620,248029,141400,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83215.0
96.95,2026-02-06T17:00:00,2026-02-07T00:00:00,[],[],16018736,247128,141400,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83215.0
96.95,2026-02-06T17:00:00,2026-02-07T00:00:00,[],[],16018524,247126,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,82067.0
96.95,2026-02-06T10:00:00,2026-02-06T17:00:00,[],[],16018538,247094,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,82067.0
83.1,2026-02-06T16:00:00,2026-02-06T22:00:00,[],[],16018543,249006,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,,82067.0
83.1,2026-02-06T18:00:00,2026-02-07T00:00:00,[],[],16018545,247086,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,,82067.0
96.95,2026-02-06T17:00:00,2026-02-07T00:00:00,[],[],16018757,247080,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,82067.0
96.95,2026-02-06T17:00:00,2026-02-07T00:00:00,[],[],16018758,247117,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,82067.0
83.1,2026-02-06T18:00:00,2026-02-07T00:00:00,[],[],16019318,250230,141401,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,,82067.0
83.1,2026-02-06T17:00:00,2026-02-06T23:00:00,[],[],16018500,247125,141402,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,,83223.0
110.8,2026-02-06T12:00:00,2026-02-06T20:00:00,[],[],16018502,247099,141402,2026-02-06,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83223.0
135.0,2026-02-06T12:00:00,2026-02-06T21:00:00,[],[],16018540,265630,141403,2026-02-06,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,,82065.0
