salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,positionId
166.2,2026-01-24T12:00:00,2026-01-25T00:00:00,[],[],16017861,248025,141399,2026-01-24,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:12:00,55297,
152.35,2026-01-24T13:00:00,2026-01-25T00:00:00,[],[],16017856,249590,141401,2026-01-24,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:11:00,55297,
110.8,2026-01-24T16:00:00,2026-01-25T00:00:00,[],[],16018457,247998,141401,2026-01-24,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,55297,
135.0,2026-01-24T15:00:00,2026-01-25T00:00:00,[],[],16017860,247098,141403,2026-01-24,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,55297,
103.875,2026-01-24T08:30:00,2026-01-24T16:00:00,[],[],16017855,248015,141405,2026-01-24,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:30,55297,
156.2,2026-01-24T13:00:00,2026-01-25T00:00:00,[],[],16017859,265779,141407,2026-01-24,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:11:00,55297,
150.0,2026-01-24T10:00:00,2026-01-24T20:00:00,[],[],16017848,265783,141418,2026-01-24,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,55297,
180.0,2026-01-24T08:00:00,2026-01-24T20:00:00,[],[],16017854,247134,141418,2026-01-24,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:12:00,55297,
0.0,2026-01-24T15:00:00,2026-01-25T00:00:00,[],[],16017858,251262,141853,2026-01-24,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,55297,
0.0,2026-01-24T11:00:00,2026-01-24T22:00:00,[],[],16017867,263481,141853,2026-01-24,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:11:00,55297,
0.0,2026-01-24T14:00:00,2026-01-24T22:00:00,[],[],16017810,265775,141398,2026-01-24,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,54896,85099.0
