salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,shiftTypeId,positionId
127.8,2026-01-14T10:00:00,2026-01-14T19:00:00,[],[],16017338,265779,141407,2026-01-14,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:09:00,55297,,
150.0,2026-01-14T11:00:00,2026-01-14T21:00:00,[],[],16017316,247134,141418,2026-01-14,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,55297,,
150.0,2026-01-14T11:00:00,2026-01-14T21:00:00,[],[],16017333,265783,141418,2026-01-14,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,55297,,
99.4,2026-01-14T14:00:00,2026-01-14T21:00:00,[],[],16017312,247112,141569,2026-01-14,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:07:00,55297,,
0.0,2026-01-14T09:00:00,2026-01-14T17:00:00,[],[],16017340,263481,141853,2026-01-14,Training/ Off Site,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,55297,494010.0,
0.0,2026-01-14T09:00:00,2026-01-14T20:00:00,[],[],16017750,251262,141853,2026-01-14,Training/ Off Site,"{'rate': 0.0, 'type': 'Hourly'}",0:11:00,55297,494010.0,
0.0,2026-01-14T09:00:00,2026-01-14T18:00:00,[],[],16017367,247145,141397,2026-01-14,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,,83216.0
0.0,2026-01-14T09:00:00,2026-01-14T18:00:00,[],[],16017369,262321,141397,2026-01-14,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,,83216.0
0.0,2026-01-14T10:00:00,2026-01-14T18:00:00,[],[],16017370,247669,141398,2026-01-14,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,54896,,85099.0
0.0,2026-01-14T09:00:00,2026-01-14T16:00:00,[],[],16017740,265775,141398,2026-01-14,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:07:00,54896,,
96.95,2026-01-14T13:00:00,2026-01-14T20:00:00,[],[],16017524,248027,141399,2026-01-14,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83046.0
96.95,2026-01-14T18:00:00,2026-01-15T01:00:00,[],[],16017526,248037,141399,2026-01-14,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83046.0
110.8,2026-01-14T17:00:00,2026-01-15T01:00:00,[],[],16017527,265824,141399,2026-01-14,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83046.0
96.95,2026-01-14T18:00:00,2026-01-15T01:00:00,[],[],16017528,247119,141399,2026-01-14,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83046.0
